timestamp,paper,entry_id,kind,status,statement,needed_evidence_type,discharged_by,node_ids,dependencies,git_commit,actor_role,blocking,notes,owner,row_hash,scope,source_ids,task_id,working_context.board,working_context.cap,working_context.cause,working_context.cfg,working_context.coupling,working_context.cuda,working_context.cudnn,working_context.eval,working_context.export,working_context.family,working_context.gating,working_context.gpu,working_context.gpus,working_context.hazard,working_context.keys,working_context.knobs,working_context.model,working_context.node,working_context.pos_len,working_context.scratch,working_context.source_priority,working_context.torch
2026-09-04T02:04:57.770502+00:00,arxiv-1902.10565,c11_scratch_budget,claim,open,"The whole mission fits in a 200 GB scratch budget: du -sb BASEDIR stays below 2.0e11 bytes across the run, with selfplay data < 20 GB per 10^6 games and checkpoints pruned to <= 4 short-term + <= 6 long-term.",empirical_measurement,,"[""arxiv-1902.10565::data_budget""]","[""arxiv-1902.10565::data_budget""]",17ce80a,worker,,,worker,1242d0eabebd24b34af4a515c7da4b6a15c4dc96c28846aeac71734fe6165700,,"[""cluster""]",data_budget,,,,,,,,,,,,,,,,,,,,37.8/40 TB group usage at start,,
2026-09-04T02:04:57.821567+00:00,arxiv-1902.10565,c12_loss_decreases,claim,open,Over the first 10 training epochs on 9x9 self-play data all logged loss terms in metrics_train.json are finite and the policy loss at epoch 10 is below its epoch-1 value.,empirical_measurement,,"[""arxiv-1902.10565::train_stage""]","[""arxiv-1902.10565::train_stage"", ""arxiv-1902.10565::loss_targets_metrics""]",17ce80a,worker,,,worker,b9d7387fb099e5ecd1f3c79cb0ec8df5ecdd8200769f61ef367276644019ef37,,"[""code_lightvector-KataGo""]",train_stage,,,,,,,,,,,,,,,,,b5c48h3tfr,,9,,,
2026-09-04T02:04:57.875962+00:00,arxiv-1902.10565,c13_gatekeeper_accepts,claim,open,"The gatekeeper (200 games, win prop 0.5, 150 visits, 9x9) accepts at least 2 candidate nets after the first exported net, visible as >= 3 subdirs in models/ and gatekeepersgf logs.",empirical_measurement,,"[""arxiv-1902.10565::gatekeeper_stage"", ""arxiv-1902.10565::eval_improvement""]","[""arxiv-1902.10565::gatekeeper_stage"", ""arxiv-1902.10565::gating_rule""]",17ce80a,worker,,,worker,071b5856eef368771e3b19c413bd0787561a19c4f29a84b3be97688ccd4df1cc,,"[""code_lightvector-KataGo""]",eval_improvement,,,,,,,,,,,cpp/command/gatekeeper.cpp:271 default 0.5,,,,,,,,,,,
2026-09-04T02:04:57.931009+00:00,arxiv-1902.10565,c14_elo_vs_first_net,claim,open,"In a katago match of 400 games on 9x9 (komi 7, maxVisits 150, both colors alternated) the latest accepted net beats the first exported net with win rate >= 0.60, whose 95% CI (SE 0.025 at n=400) excludes 0.5 (equivalently >= +70 Elo).",statistical_inference,,"[""arxiv-1902.10565::eval_improvement""]","[""arxiv-1902.10565::eval_improvement""]",17ce80a,worker,,,worker,9c7b5cd525c90a3b64ed0726964632b57d24b39bc807a2dc9ae826426ed9addf,,"[""code_lightvector-KataGo""]",eval_improvement,9,,,,,,,"katago match, cpp/main.cpp:103",,,,,,,,,,,,,,
2026-09-04T02:04:57.991451+00:00,arxiv-1902.10565,c15_paper_ideas_in_code,claim,open,"The v1.18.2 selfplay pipeline still implements these ideas from arXiv:1902.10565 under the cited config keys/code: playout cap randomization (cheapSearchProb/Visits/TargetWeight), forced root exploration (rootDesiredPerChildVisitsCoeff) with policy-target pruning (chosenMoveSubtract/Prune), auxiliary ownership/score/opponent-policy targets (metrics.py), score utility (staticScoreUtilityFactor/dynamicScoreUtilityFactor), lightweight gating; the residual-CNN trunk, the N_window formula and the 19x19 evaluation are superseded.",literature_grounding,,"[""arxiv-1902.10565::playout_cap_randomization"", ""arxiv-1902.10565::root_explore_and_target_pruning"", ""arxiv-1902.10565::loss_targets_metrics"", ""arxiv-1902.10565::score_utility_search""]","[""arxiv-1902.10565::playout_cap_randomization"", ""arxiv-1902.10565::root_explore_and_target_pruning"", ""arxiv-1902.10565::loss_targets_metrics"", ""arxiv-1902.10565::score_utility_search""]",17ce80a,worker,,,brain decompose,faa009a7d38a2b8d6766b458a5a7f4e92f16641504161597ebccacaa6564dcd5,,"[""code_lightvector-KataGo"", ""paper_arxiv-1902.10565""]",paper_code_map,,,,,,,,,,,,,,,,,,,,,"code v1.18.2 primary, paper background",
2026-09-04T02:04:58.044646+00:00,arxiv-1902.10565,c16_scale_up_within_caps,claim,open,"A second configuration (b7c96h3tfrs or b8c96h3tfrs, exportable attnrope+ffnsg) trains and exports in the same loop within <= 2 GPUs and 24 CPUs, and the loop's selfplay games/hour stays within 2x of the smoke config.",numerical_simulation,,"[""arxiv-1902.10565::scale_up""]","[""arxiv-1902.10565::scale_up""]",17ce80a,worker,,,worker,2df1573770125ce5bd83b7874662ae64a4ad9ce34fc490920d100a14c3fbf978,,"[""code_lightvector-KataGo""]",scale_up,,,,,,,,,,"tf interleaved, modelconfigs.py:1886-1942",,,,,,,,,,,,
2026-09-04T02:04:58.096185+00:00,arxiv-1902.10565,o01_bsizes9_override,obligation,open,"Write mission-owned selfplay_9x9.cfg and gatekeeper_9x9.cfg from the maxsize9 presets with bSizes=9, bSizeRelProbs=1, allowRectangleProb=0 (upstream has no 9-only preset; mirror is read-only) and diff them against upstream so only intended keys change.",,,"[""arxiv-1902.10565::cfg_9x9_override""]",,17ce80a,worker,True,"selfplay1_maxsize9.cfg:95-97, gatekeeper1_maxsize9.cfg:38-40",worker cfg_9x9_override,f1b4b1320a632c887c5d852c48afcc01d3681317f7e24a0db0790548f44d74d3,,"[""code_lightvector-KataGo""]",,,,,,,,,,,,,,,,,,,,,,,
2026-09-04T02:04:58.153396+00:00,arxiv-1902.10565,o02_databoardlen_poslen_9,obligation,open,"Set dataBoardLen=9 (selfplay cfg) and -pos-len 9 (mission train wrapper; upstream train.sh:88 hard-codes 19) together, and discard any pos_len-19 data before the first shuffle.",,,"[""arxiv-1902.10565::cfg_9x9_override"", ""arxiv-1902.10565::shuffle_stage""]",,17ce80a,worker,True,asserted at python/katago/train/data_processing_pytorch.py:91; scoreDistrN width not asserted (silent mismatch),worker cfg_9x9_override,74ef4249d9d9cbfd397620b914ec964758562222228fb214fca030a8afb721b0,,"[""code_lightvector-KataGo""]",,,,,,,,,,,,,,,,,,,,,,,
2026-09-04T02:04:58.198590+00:00,arxiv-1902.10565,o03_thread_budget_24cpu,obligation,open,"Every mission cfg/wrapper justifies its thread counts against the 24-CPU cap: selfplay numGameThreads<=18, gatekeeper<=20, numSearchThreads=1, numNNServerThreadsPerModel=1 per GPU, shuffle -num-processes<=8, train OMP_NUM_THREADS<=4; total per job verified with ps -o nlwp.",,,"[""arxiv-1902.10565::cfg_9x9_override"", ""arxiv-1902.10565::selfplay_stage"", ""arxiv-1902.10565::train_stage""]",,17ce80a,worker,True,shipped default numGameThreads=128 would spawn ~132 threads,worker,6fd466ef76ea07bfc54eee7d381075908709ed240f641818c4b90d2035b64e66,,"[""code_lightvector-KataGo""]",,,,,,,,,,,,,,,,,,,,,,,
2026-09-04T02:04:58.251897+00:00,arxiv-1902.10565,o04_scratch_budget,obligation,open,"Before the first production cycle: record python3 /apps/helpers/quotas.py, set a 200 GB hard cap on BASEDIR enforced by the loop wrapper (du -sb before each cycle), prune longterm_checkpoints (keep <= 6) and rejectedmodels, and decide selfplay tdata retention (nothing upstream prunes it).",,,"[""arxiv-1902.10565::data_budget""]",,17ce80a,worker,True,group scratch at 94% of 40 TB on 2026-09-03,worker data_budget,0cde8a08c78582d4e0e4e1f3a13d55e7210b8b98a19873b4185a6475b2012d4c,,"[""cluster"", ""code_lightvector-KataGo""]",,,,,,,,,,,,,,,,,,,,,,,
2026-09-04T02:04:58.310060+00:00,arxiv-1902.10565,o05_cudnn_version_sdpa,obligation,open,"Record the cuDNN version the built katago links (ldd + cudnn_version.h) and confirm KATAGO_CUDA_HAS_SDPA compiled in (CUDNN_VERSION >= 8903, cudabackend.cpp:13); cuDNN 9.8+ from nvidia-cudnn-cu12 is the mission choice.",,,"[""arxiv-1902.10565::env_build""]",,17ce80a,worker,False,,worker env_build,087222056dde45fff7db642208aaa7b3efca210db412d08817bca5c9c446782e,,"[""code_lightvector-KataGo""]",,,,,,,,,,,,,,,,,,,,,,,
2026-09-04T02:04:58.367415+00:00,arxiv-1902.10565,o06_sm100_arch,obligation,open,"After the build run cuobjdump --list-elf on katago; if no sm_100 entry, patch the scratch clone's cpp/CMakeLists.txt:761 to include 100 (or build with cuda/13.0.2) and rebuild before any production selfplay.",,,"[""arxiv-1902.10565::env_build"", ""arxiv-1902.10565::tiny_model_export_smoke""]",,17ce80a,worker,True,unconditional set() shadows -DCMAKE_CUDA_ARCHITECTURES,worker env_build,fcddf798481aeaf4e9dc3c137e6e2ccd6c91b28e703e1d31bab24b1aad8e394c,,"[""code_lightvector-KataGo""]",,,,,,,,,,,,,,,,,,,,,,,
2026-09-04T02:04:58.423794+00:00,arxiv-1902.10565,o07_family_choice_tf_vs_nbt,obligation,open,"Record the trunk-family decision: smoke and first scale-up stay in the interleaved tf family (b5c48h3tfr -> b7c96h3tfrs); the fused nbt family is exportable (lowered to nested_bottleneck_block of transformer blocks, export_model_pytorch.py:495-502) but deferred to scale_up as an [FUTURE] comparison.",,,"[""arxiv-1902.10565::transformer_trunk_b5c48h3tfr"", ""arxiv-1902.10565::scale_up""]",,17ce80a,worker,False,,brain design,a06df21415938f7f36699a2bdd8a16630a42aad8f05602e5cab7fafd18e79173,,"[""code_lightvector-KataGo""]",,,,,,,,,,,,,,,,,,,,,,,
2026-09-04T02:04:58.483158+00:00,arxiv-1902.10565,o08_exporter_name,obligation,open,grep -rn 'export_model.py' over results/ktg/paper_1902.10565/codes/ returns nothing; every mission script calls python/export_model_pytorch.py.,,,"[""arxiv-1902.10565::export_stage""]",,17ce80a,worker,False,"stale name in SelfplayTraining.md:9, python/README.md:13, export_model_for_selfplay.sh:11 comment",worker export_stage,b96c30dd27e7d19b87f617e1ad790fdad6e23c3e7f0b282ad6f92205e8cd91a4,,"[""code_lightvector-KataGo""]",,,,,,,,,,,,,,,,,,,,,,,
2026-09-04T02:04:58.533495+00:00,arxiv-1902.10565,o09_export_kill_window,obligation,open,"The mission copy of export_model_for_selfplay.sh moves rm -r $SRC after the final mv, or the loop wrapper deletes stale *.exported markers whose target dir is missing on startup.",,,"[""arxiv-1902.10565::loop_resume_under_walltime"", ""arxiv-1902.10565::export_stage""]",,17ce80a,worker,False,"export_model_for_selfplay.sh:54-56,89,108",worker,3304a5ea58c504b7ec1117d5e05e78cf28bc0b2c3892a82c39aec6c0aae919be,,"[""code_lightvector-KataGo""]",,,,,,,,,,,,,,,,,,,,,,,
2026-09-04T02:04:58.591030+00:00,arxiv-1902.10565,o10_random_net_bootstrap,obligation,open,Decide and record cycle-1 bootstrap: empty models/ makes selfplay play a random net into selfplay/random/ (loadmodel.cpp:77-80) and the gatekeeper skips gating when accepted-models-dir is empty (gatekeeper.cpp:399-402); accept as the standard KataGo bootstrap or seed with the exported random-init b5c48h3tfr.,,,"[""arxiv-1902.10565::synchronous_loop_smoke""]",,17ce80a,worker,False,,worker synchronous_loop_smoke,b90043da98b34b61e6139234aa9246fc5482e9ed6a74cd013b6b985c5dc2e310,,"[""code_lightvector-KataGo""]",,,,,,,,,,,,,,,,,,,,,,,
2026-09-04T02:04:58.648182+00:00,arxiv-1902.10565,o11_torch_threads_cap,obligation,open,Mission train wrapper exports OMP_NUM_THREADS and MKL_NUM_THREADS (<=4) and -data-prefetch-depth stays at its default 1 so train.py cannot exceed the CPU cap on a 128-core node.,,,"[""arxiv-1902.10565::train_stage""]",,17ce80a,worker,False,,worker train_stage,48620075442c6b9aabf447077e418f091cebe4654a94cb0e33c8293bb292a0e6,,"[""code_lightvector-KataGo""]",,,,,,,,,,,,,,,,,,,,,,,
2026-09-04T02:04:58.702738+00:00,arxiv-1902.10565,o12_pydeps_pin,obligation,open,"Write results/ktg/paper_1902.10565/codes/env/requirements.txt pinning torch==2.11.0+cu128, numpy, packaging, psutil (scipy only for summarize_sgfs.py) and record pip freeze from the venv as evidence.",,,"[""arxiv-1902.10565::env_build""]",,17ce80a,worker,False,no requirements/pyproject/setup upstream,worker env_build,756083186d8b7befcd6c45131c7146307422f8eabf966d6d805687e7ae876a42,,"[""code_lightvector-KataGo""]",,,,,,,,,,,,,,,,,,,,,,,
2026-09-04T02:04:58.751479+00:00,arxiv-1902.10565,o13_loop_config_paths,obligation,open,"The mission copy of synchronous_loop.sh points SELFPLAY_CONFIG/GATING_CONFIG (upstream :70-71 default to selfplay1.cfg/gatekeeper1.cfg, mixed sizes) at the mission 9x9 cfgs, runs from the scratch git clone (script needs git rev-parse, :35), and scales NUM_GAMES_PER_CYCLE / SHUFFLE_MINROWS / samples-per-epoch to the 9x9 rows-per-game.",,,"[""arxiv-1902.10565::synchronous_loop_smoke""]",,17ce80a,worker,True,,worker synchronous_loop_smoke,cd4c138212d5c58a84aeff7afb4fea9f2acd2f69e6fb9d5f5b096b4aab104f59,,"[""code_lightvector-KataGo""]",,,,,,,,,,,,,,,,,,,,,,,
2026-09-04T02:04:58.802394+00:00,arxiv-1902.10565,o14_gpool_in_transformer,obligation,open,Record from model_pytorch.py whether b5c48h3tfr still contains global-pooling bias blocks or gpool heads and whether their board-size channels are used at pos_len 9 (constant -0.5 / 0.15 factors on a single board size).,,,"[""arxiv-1902.10565::transformer_trunk_b5c48h3tfr""]",,17ce80a,worker,False,,brain decompose,ee7cae65f5bc5ca3cc9572f28ccbf3c7169816163bf919fd61020125aeacbe86,,"[""code_lightvector-KataGo"", ""paper_arxiv-1902.10565""]",,,,,,,,,,,,,,,,,,,,,,,
2026-09-04T02:04:58.858671+00:00,arxiv-1902.10565,a01_single_node,assumption,active,"All five loop stages run on one node in one Slurm job (no distributed selfplay, BUILD_DISTRIBUTED=0); stages share the node's GPUs via cudaDeviceToUse keys.",,,"[""arxiv-1902.10565::synchronous_loop_smoke""]",,17ce80a,worker,,,,caa00c557e4a27c2663052ceb54fad393d1e212939b4e66af9f82daeb0ebc42d,infrastructure,"[""cluster""]",,,,,,,,,,,,,,,,,,,,,,,
2026-09-04T02:04:58.925517+00:00,arxiv-1902.10565,a02_gpu_cap_start_at_1,assumption,active,"At most 4 GPUs total across all running jobs; the design starts at 1 GPU (b200 free_gpus=2/128, b300 0/8 on 2026-09-03) and scales to 2 only after eval_improvement passes.",,,"[""arxiv-1902.10565::selfplay_stage"", ""arxiv-1902.10565::scale_up""]",,17ce80a,worker,,,,943cca4b66f72035b090dcf2ede24ded1948e3f91d0080cbf2b645cd5c462197,compute policy,"[""cluster""]",,,,,,,,,,,,,,,,,,,,,,,
2026-09-04T02:04:58.980031+00:00,arxiv-1902.10565,a03_walltime_resume,assumption,active,Every job requests <= 3-00:00:00 and the loop is designed as checkpoint + resubmit; no single job is assumed to finish training.,,,"[""arxiv-1902.10565::loop_resume_under_walltime""]",,17ce80a,worker,,,,4304acb19bb47b2bab2b942b7b400633e7a34fdd86ea18cac99e19b1aaa86071,scheduling,"[""cluster""]",,,,,,,,,,,,,,,,,,,,,,,
2026-09-04T02:04:59.032173+00:00,arxiv-1902.10565,a04_b200_fallback,assumption,active,b300 (gb301) is reserved by another group until at least 2026-09-04 15:00; jobs go to b200 at the same GPU count until b300 frees.,,,"[""arxiv-1902.10565::env_build""]",,17ce80a,worker,,,,6d54dc20e5fdf6a344529e3c073225546bd213f1b428e1857c846d0c467f3c6e,partition,"[""cluster""]",,,,,,,,,,,,,,,,,,,,,,,
2026-09-04T02:04:59.085328+00:00,arxiv-1902.10565,a05_9x9_only,assumption,active,"Training, gating and evaluation use 9x9 only (bSizes=9); no mixed-size data, so paper Elo figures and b_avg-based constants are not targets.",,,"[""arxiv-1902.10565::cfg_9x9_override"", ""arxiv-1902.10565::eval_improvement""]",,17ce80a,worker,,,,9c98675f80835c6b163a62bbb791622e564c544b547610b6ec1f3d1afbb79222,board size,"[""paper_arxiv-1902.10565"", ""code_lightvector-KataGo""]",,,,,,,,,,,,,,,,,,,,,,,
2026-09-04T02:04:59.142164+00:00,arxiv-1902.10565,a06_tf_family,assumption,active,"The interleaved tf family (attnrope + ffng/ffnsg) is the mission architecture: b5c48h3tfr for smoke, b7c96h3tfrs/b8c96h3tfrs for scale-up.",,,"[""arxiv-1902.10565::transformer_trunk_b5c48h3tfr""]",,17ce80a,worker,,,,b80b7dd7ac102e8f1476a6ae1eac2c6bded0adaeafd6c99853835e3dbb4be9d7,architecture,"[""code_lightvector-KataGo""]",,,,,,,,,,,,,,,,,,,,,,,
2026-09-04T02:04:59.207326+00:00,arxiv-1902.10565,a07_moves_per_game_80,assumption,active,A 9x9 self-play game averages ~80 moves (used only for rows/game and disk estimates; replaced by the measured value in c09/c10).,,,"[""arxiv-1902.10565::data_budget""]",,17ce80a,worker,,,,324017673492c3e17f2b9e7b360b909f393ae3fd4a9eca25246f9aa664ef9e8d,data budgeting,"[""code_lightvector-KataGo""]",,,,,,,,,,,,,,,,,,,,,,,
2026-09-04T02:04:59.263013+00:00,arxiv-1902.10565,a08_cuda_backend,assumption,active,The C++ engine uses USE_BACKEND=CUDA with cuDNN 9.x from the pip wheel; TensorRT (>= 10 required) is deferred.,,,"[""arxiv-1902.10565::env_build""]",,17ce80a,worker,,,,a3665f891fbecf59eaf39d11d7db588f9f4c15a975841f327176664057ed3154,backend,"[""code_lightvector-KataGo""]",,,,,,,,,,,,,,,,,,,,,,,
2026-09-04T02:04:59.318459+00:00,arxiv-1902.10565,a09_code_first,assumption,active,"The v1.18.2 code mirror is the source of truth for every node, claim and plan; arXiv:1902.10565 is background cited only where the code still implements its idea (human redirect, 2026-09-03).",,,"[""arxiv-1902.10565::playout_cap_randomization""]",,17ce80a,worker,,,,cfcc0da68499b29b997341b8578f544533fb6bf9963d866056743b2634a2264b,source priority,"[""code_lightvector-KataGo"", ""paper_arxiv-1902.10565""]",,,,,,,,,,,,,,,,,,,,,,,
2026-09-04T02:04:59.382669+00:00,arxiv-1902.10565,a10_random_bootstrap_ok,assumption,active,Cycle-1 self-play with the built-in random net (empty models/) is an acceptable bootstrap; its data is kept in the window like any other cycle.,,,"[""arxiv-1902.10565::synchronous_loop_smoke""]",,17ce80a,worker,,,,d893e7e0ba932cc2a61169675586b1197effe09fbde83f06dc66136bdee2c45e,loop bootstrap,"[""code_lightvector-KataGo""]",,,,,,,,,,,,,,,,,,,,,,,
2026-09-04T02:05:37.951608+00:00,arxiv-1902.10565,o14_gpool_in_transformer,obligation,discharged,Record from model_pytorch.py whether b5c48h3tfr still contains global-pooling bias blocks or gpool heads and whether their board-size channels are used at pos_len 9.,,arxiv-1902.10565::head_gpool_degeneracy_9x9,"[""arxiv-1902.10565::transformer_trunk_b5c48h3tfr"", ""arxiv-1902.10565::head_gpool_degeneracy_9x9""]",,17ce80a,worker,False,"Discharged by code reading (evidence/decomposition/audit_paper_code_map.md section 3): trunk has no gpool (model_pytorch.py:3157-3160,3231-3285); heads keep it (:2647,:2745); at strict 9x9 the value-head pooled vector is collinear. Decision: keep constants, accept redundancy.",brain decompose,c8b20bd117710b098f1dfae5a93c013c1c87fb7a3ca56b6ae2d86b32571acae9,,"[""code_lightvector-KataGo"", ""paper_arxiv-1902.10565""]",,,,,,,,,,,,,,,,,,,,,,,
2026-09-04T02:05:38.011226+00:00,arxiv-1902.10565,o15_attn_logit_export_guard,obligation,open,export_model_pytorch.py refuses a checkpoint whose data-free attention logit bound exceeds -attn-logit-bound-limit 2.5e4 (model_pytorch.py:3010); the mission loop must either enable -attn-logit-penalty-cap in train.py (default off) or detect the refusal (export stage exit != 0) and record it in the error ledger rather than letting the loop die silently.,,,"[""arxiv-1902.10565::export_stage"", ""arxiv-1902.10565::train_stage""]",,17ce80a,worker,False,export_model_pytorch.py:42-43; train.py:140-142,worker export_stage,2f5280554c1ca5a67a9efaa0786d020db0ae54b31e8768732ff6775be676478f,,"[""code_lightvector-KataGo""]",,,,,,,,,,,,,,,,,,,,,,,
